Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU60,OUT049,1806.0579369919144
FDM21,OUT013,1922.8572227581
FDV52,OUT019,1535.787385499596
NCW06,OUT013,1885.0170969734663
FDX36,OUT035,1852.0516748288137
FDT35,OUT027,1833.1872898545182
NCL19,OUT010,1663.838013856797
NCD31,OUT046,1846.1187494356288
FDE53,OUT019,1516.9397830682672
FDW58,OUT019,1537.3320392843323
DRF48,OUT046,1792.6919634542203
FDW57,OUT035,1868.1886767856727
DRH13,OUT017,1755.8738738746238
FDT33,OUT013,1863.304955854487
DRK47,OUT027,1823.971596787876
FDY22,OUT010,1551.692819596878
FDC35,OUT019,1675.2037454386434
FDO03,OUT013,1845.3681428469733
FDF24,OUT045,1732.4418570027449
FDF56,OUT018,1764.6604329898319
FDD28,OUT013,1734.7152129644778
FDG53,OUT027,1920.4879722127484
FDO27,OUT019,1602.7728409387819
NCF54,OUT018,1774.600741839514
FDC20,OUT027,1886.504667373426
FDU10,OUT046,1725.3862852902666
DRA24,OUT018,1736.1525249885024
FDA02,OUT010,1551.354525515402
FDG10,OUT017,1755.1668614536502
FDW39,OUT010,1610.6900534808613
FDP04,OUT019,1512.8186245552424
NCM55,OUT013,1761.9520585308715
FDG47,OUT045,1767.6529617925949
NCU41,OUT017,1833.605515402337
NCK31,OUT017,1720.189628403629
FDZ46,OUT045,1783.377034042488
FDU13,OUT027,1875.9914996852622
NCF19,OUT045,1737.4907510356804
NCJ43,OUT013,1862.5431327081888
NCJ05,OUT045,1788.7108875121246
FDS04,OUT027,1891.1033628087114
FDX28,OUT010,1539.1833567333729
FDB41,OUT027,1837.6723924936834
FDG53,OUT046,1787.7669040809528
FDL15,OUT010,1581.3370739604488
FDQ08,OUT049,1734.0429891519489
DRN36,OUT013,1755.8554537080825
FDI46,OUT013,1925.111135715229
FDG16,OUT027,1954.265427804478
FDV32,OUT013,1750.6257289065109
FDF44,OUT010,1519.364598368261
FDK04,OUT018,1678.2390130562192
NCA41,OUT013,1833.0547486661778
FDD51,OUT017,1710.4397754212644
NCZ53,OUT045,1815.0190066415043
FDP01,OUT027,1743.9730005153742
FDY25,OUT049,1834.3708485061925
FDB17,OUT018,1765.2487204647675
NCV54,OUT018,1740.8986443825156
FDJ32,OUT017,1752.8137710504056
FDA37,OUT049,1783.5383952529107
FDG35,OUT035,1755.8871174551352
NCM05,OUT018,1790.3762984175717
FDG45,OUT046,1880.2281363490213
FDH28,OUT013,1714.169573300594
NCE18,OUT049,1909.7234331317932
FDH38,OUT045,1775.8805494385497
FDR56,OUT013,1875.663740698913
FDH17,OUT027,1886.409682550102
FDD39,OUT049,1855.2850147611548
FDB41,OUT049,1709.617205867404
NCR53,OUT046,1822.7692697823816
FDX46,OUT017,1756.33856151425
FDV28,OUT049,1709.441914406666
FDA08,OUT018,1764.2738675401627
FDH45,OUT017,1727.2133413253396
NCS38,OUT010,1520.6712214079466
FDD40,OUT010,1592.0897579503599
DRM59,OUT035,1769.8474543975808
NCJ43,OUT018,1777.9558734215227
NCN29,OUT013,1733.696309900664
NCC19,OUT045,1855.5132274334312
FDR56,OUT035,1890.070999506248
FDZ43,OUT049,1904.3672389016258
FDJ32,OUT010,1480.8466253419708
DRH03,OUT017,1765.2594973594962
NCZ54,OUT035,1875.0669450091789
FDE26,OUT017,1815.131628395118
FDS03,OUT045,1723.0871468340115
DRZ24,OUT019,1569.5119048898025
FDO48,OUT027,1935.837799326267
FDW39,OUT049,1804.517512778931
NCK05,OUT049,1729.5818882934916
NCK30,OUT017,1895.290358663397
FDT27,OUT018,1757.1944729039567
FDS08,OUT019,1538.1625261148745
NCJ19,OUT049,1716.2018601720529
FDC58,OUT045,1725.9311773935972
DRE37,OUT013,1812.0861775055039
FDW02,OUT035,1798.655826776079
FDJ02,OUT010,1568.887544705086
FDX09,OUT045,1831.8631757994865
FDT31,OUT010,1569.6591324794015
FDI24,OUT049,1812.8628843835627
FDY09,OUT045,1858.6727120524397
FDV28,OUT045,1693.5228407239092
DRM47,OUT049,1775.2462148643722
FDT52,OUT019,1583.4030596995551
FDI48,OUT018,1675.0443652593947
FDY55,OUT017,1925.3699321868403
FDU48,OUT013,1789.2706738434279
FDN25,OUT045,1710.78616174615
FDP20,OUT049,1805.9829651416353
FDJ15,OUT013,1845.3269255302564
FDD04,OUT018,1731.4742237331839
FDY58,OUT045,1902.8223999688253
FDR37,OUT018,1716.6330200048003
FDF44,OUT013,1817.2275588530506
FDD32,OUT045,1755.8183268934133
FDR57,OUT017,1846.7177192916513
DRG39,OUT027,1850.4900277294694
FDX15,OUT017,1791.5536965762785
DRN37,OUT045,1776.6701756530024
FDW40,OUT027,1917.4964738592316
FDB32,OUT049,1775.273269582727
FDM40,OUT018,1723.677237839466
FDE39,OUT027,1890.8434849826306
DRH49,OUT017,1740.763873079965
FDT46,OUT049,1739.3472796711674
NCF06,OUT035,1933.6978413510178
FDP07,OUT017,1878.3783517937231
FDC04,OUT013,1881.873624932398
FDZ32,OUT017,1794.5420745016029
FDD50,OUT045,1805.735649615121
FDU56,OUT017,1878.3356140051778
FDV34,OUT017,1773.5944609133983
NCY41,OUT013,1716.9088002460842
NCK18,OUT046,1844.515345090158
DRH25,OUT049,1711.1874227901305
FDT57,OUT046,1909.4770675964778
FDV56,OUT018,1723.0799745754102
FDV12,OUT045,1742.7024022265614
FDN52,OUT017,1746.662714289582
FDX38,OUT035,1735.7473824031483
FDE47,OUT018,1718.9630019322924
NCO07,OUT013,1767.8525092512814
FDV09,OUT027,1965.135106400807
FDZ23,OUT019,1556.4210227604308
DRH51,OUT018,1697.2752684670577
NCY54,OUT045,1805.5397409281368
DRG49,OUT013,1839.937188315283
NCC19,OUT049,1858.4583543793801
NCV53,OUT045,1844.991369504865
FDZ47,OUT019,1558.3814585717034
NCO26,OUT018,1732.3693250124127
NCP02,OUT045,1744.69387352512
NCW30,OUT018,1819.8254703670823
NCN55,OUT046,1767.573962574502
FDB20,OUT010,1492.1735940989356
DRL11,OUT013,1765.5147043720006
DRD60,OUT045,1786.2815277313603
FDW14,OUT010,1547.7757527079523
FDL27,OUT010,1569.8565812831773
FDU09,OUT018,1691.9706043053056
DRH36,OUT027,1831.0212411787718
FDP34,OUT027,1921.168304967594
FDE04,OUT017,1842.5345907732406
FDZ57,OUT027,1944.8072201231662
FDF02,OUT010,1537.0520457610303
FDG28,OUT045,1875.629898161782
NCI31,OUT046,1711.4318756721214
FDT43,OUT013,1752.1375274867833
FDU20,OUT046,1801.2257842598333
FDD53,OUT013,1729.8712862782988
FDW15,OUT045,1788.5944841838082
NCT53,OUT045,1789.384085951453
NCG55,OUT027,1928.152728871246
FDD48,OUT035,1785.0831839877476
FDG47,OUT049,1769.0435798537496
FDI21,OUT017,1756.1811413776315
FDT27,OUT017,1851.165075555209
DRO35,OUT013,1747.2188664460386
FDD33,OUT017,1917.1085037013313
FDC04,OUT035,1898.0049935629836
FDY34,OUT013,1864.9937397905132
DRJ49,OUT049,1758.3609469083103
FDE05,OUT049,1802.2474756493204
FDU31,OUT017,1905.0351203861264
NCN19,OUT027,1790.7568567313424
FDK56,OUT027,1959.7821663465152
FDK58,OUT017,1803.6845905221112
NCJ42,OUT035,1818.5886283814755
FDZ34,OUT027,1777.3942037644606
FDA52,OUT018,1762.8663330991942
NCR29,OUT013,1728.202085825863
FDT48,OUT035,1843.0229352991664
DRJ51,OUT019,1568.8081630114586
NCS54,OUT046,1857.2244294952038
FDV01,OUT035,1832.799923408913
DRG51,OUT027,1898.723363327224
NCG42,OUT013,1832.4361524028784
FDA51,OUT049,1751.0447502389275
FDV19,OUT010,1535.9792916687431
NCT18,OUT045,1863.1490130410684
NCS41,OUT045,1812.818048301211
FDO03,OUT046,1836.1813136211244
FDL12,OUT010,1523.7617154280663
FDY37,OUT010,1565.6728054362088
FDI58,OUT049,1771.8514300859513
FDT28,OUT018,1741.461665652075
NCC42,OUT010,1553.6935414601344
FDO01,OUT017,1725.4099459352328
FDJ02,OUT013,1820.73041081236
FDQ04,OUT018,1667.0289642291098
DRL47,OUT013,1752.8129696259698
FDZ32,OUT035,1810.4557135965272
FDC35,OUT035,1756.4491825849725
FDX14,OUT045,1724.5364911728543
FDZ35,OUT013,1742.5910170986904
FDL14,OUT013,1823.5812660877548
FDO04,OUT049,1723.2214308398222
DRK11,OUT017,1755.0806246155685
FDB44,OUT018,1794.160415053858
FDZ50,OUT049,1829.2400944872934
FDI12,OUT027,1857.7380252100313
FDU43,OUT017,1910.1274656250678
FDD58,OUT010,1505.5559557248976
FDB27,OUT017,1844.459600614017
FDB04,OUT018,1698.7794411362436
NCO17,OUT013,1781.6690048088446
FDL12,OUT017,1719.8580718621467
DRJ13,OUT049,1782.814681939898
FDD57,OUT045,1771.6961646734221
FDW19,OUT035,1819.1105412742486
DRD27,OUT018,1711.7682028477286
FDH27,OUT027,1902.3180869659664
NCW30,OUT027,1973.4937150778726
FDR40,OUT018,1697.8093133323432
FDG05,OUT013,1817.8234968562667
NCY41,OUT019,1527.2703850384905
FDI38,OUT018,1781.9979887546397
FDR20,OUT046,1727.1870295567476
FDE09,OUT017,1802.774763450221
FDN50,OUT019,1542.0304489568032
DRF27,OUT045,1797.5558864424636
DRF51,OUT013,1710.7940204867186
NCO02,OUT019,1635.2417266047585
FDB51,OUT027,1847.9950536044767
FDJ50,OUT013,1743.6923202890482
FDN52,OUT013,1745.9733135188521
FDX14,OUT013,1753.2389640531396
FDT27,OUT019,1604.2210424028908
FDV10,OUT013,1744.6166258415717
FDU33,OUT046,1718.077815742802
FDU58,OUT046,1858.6552455856038
NCP42,OUT027,1970.447808209232
FDL51,OUT027,1855.7227637541032
DRH15,OUT027,1830.4032814789039
FDU16,OUT017,1758.1339107459492
FDW15,OUT017,1803.2123145559417
FDQ44,OUT045,1794.1171983327367
NCI06,OUT027,1970.8988060314841
DRK23,OUT019,1657.4970639739836
FDC28,OUT035,1790.537748884658
NCY17,OUT019,1553.7161202422415
NCV05,OUT018,1740.2444140636665
FDM34,OUT019,1516.0518236593741
DRD60,OUT027,1887.4866992819793
FDT38,OUT046,1743.4099947172185
FDQ57,OUT018,1759.84239319946
FDE59,OUT027,1746.4687767034347
NCM43,OUT046,1749.2524966443343
DRI51,OUT049,1823.1181837442284
NCG30,OUT017,1812.1545065878765
NCK54,OUT035,1835.2738883149757
FDQ16,OUT019,1522.4147354338952
FDI36,OUT013,1794.4833768460592
FDX16,OUT027,1921.1386456720884
FDA34,OUT046,1752.3435438374256
FDJ48,OUT018,1789.987326025219
FDU47,OUT035,1776.512489624256
FDS39,OUT046,1783.5839744271684
FDD11,OUT046,1767.5123531747645
FDM16,OUT027,1865.5708631276227
FDU56,OUT018,1776.7852576844932
FDQ32,OUT017,1816.1162878476905
DRK35,OUT013,1716.9041020595596
FDA58,OUT049,1893.6949984298615
DRG48,OUT019,1580.0242333100869
FDT59,OUT010,1655.5195493855542
FDQ31,OUT019,1504.9236340507719
FDS51,OUT018,1698.20383531774
FDW32,OUT027,1899.9242190375178
FDI15,OUT027,1934.3348038590038
NCV30,OUT017,1762.424798775913
DRG25,OUT049,1801.902837767557
FDT02,OUT013,1722.2727671069288
FDO33,OUT027,1933.7252754209615
FDP38,OUT035,1749.9262699546298
FDZ45,OUT035,1908.8814892731777
NCA54,OUT027,1968.7228360283127
FDU33,OUT017,1729.831360533804
FDN58,OUT017,1920.7723670315972
FDI05,OUT045,1717.8844028552992
FDM57,OUT019,1491.670339458956
NCS42,OUT027,1903.7946931186145
FDB57,OUT045,1881.1081613413494
FDC03,OUT045,1828.9790003745843
FDZ58,OUT013,1828.2278051249054
NCK29,OUT045,1750.9881188485824
NCR53,OUT045,1807.5371161092414
FDE26,OUT027,1913.3717825128444
FDU52,OUT049,1804.6583977256314
FDE41,OUT027,1873.418057016056
FDU38,OUT018,1763.3391130896455
FDA52,OUT017,1827.7809053679428
FDW46,OUT046,1749.5493524495446
DRI59,OUT035,1797.1448789673518
FDT38,OUT035,1768.350594849754
FDL33,OUT018,1787.2497831661428
FDQ01,OUT027,1916.4537403952734
FDJ08,OUT046,1853.8355103380966
FDQ47,OUT049,1712.2551513771773
NCZ18,OUT013,1870.3002809022234
FDE29,OUT017,1718.9948712627067
FDF10,OUT027,1924.9880510310868
FDC48,OUT049,1740.608661719858
FDY58,OUT013,1918.9709687230509
NCX30,OUT010,1619.4886570186814
FDV11,OUT013,1788.1326851247845
FDT46,OUT046,1738.7076204778082
DRD01,OUT019,1539.3526639453082
FDQ11,OUT013,1809.8490535301144
NCM41,OUT017,1762.536520653501
NCC55,OUT013,1744.4014014608151
FDG45,OUT027,1968.9439184092548
NCQ54,OUT049,1854.1251520847402
FDM34,OUT045,1808.196883938784
FDD17,OUT019,1584.044092778826
FDN38,OUT027,1941.1937173620065
FDB53,OUT018,1745.9513932080595
NCL06,OUT035,1946.2884019623227
NCV18,OUT019,1518.6907927206282
FDX25,OUT013,1847.1192315467893
FDB39,OUT046,1716.7465849335952
FDC33,OUT049,1866.4480581280322
NCO14,OUT018,1689.6212394316058
FDA58,OUT027,1990.941999101953
NCQ02,OUT017,1885.009921296827
NCR53,OUT017,1837.9767609435278
FDN52,OUT046,1734.792506514683
FDG26,OUT046,1874.7631368421678
FDE23,OUT027,1750.6787456978811
DRI37,OUT013,1724.0859084244667
DRH37,OUT018,1738.3894156895528
FDO01,OUT035,1727.5872923450183
FDK45,OUT049,1716.9429310031028
FDP23,OUT049,1801.3915665223044
FDM33,OUT035,1920.578326312049
FDD36,OUT017,1783.3733491457992
FDL56,OUT017,1764.7788816859
FDT27,OUT010,1611.9923774583688
FDG52,OUT017,1717.8111779928856
NCL42,OUT035,1932.4123803080852
DRJ24,OUT046,1778.7871011491732
FDV38,OUT046,1710.400354855183
FDT35,OUT045,1776.397378257766
FDY51,OUT045,1829.7505058673935
FDC37,OUT017,1770.6563092520564
NCP43,OUT013,1761.035047531195
FDO33,OUT045,1788.5119645423972
FDW04,OUT018,1727.7979955317319
NCC31,OUT046,1833.028798160482
FDK22,OUT049,1893.8434369704669
FDJ50,OUT017,1742.2643373399478
FDV13,OUT017,1774.0190673258658
DRL60,OUT017,1788.207112914229
FDW03,OUT017,1767.3252154731526
FDY27,OUT035,1843.8172653640222
FDB39,OUT027,1849.6007337460956
FDU59,OUT045,1772.2694106856627
FDZ57,OUT049,1815.9671781442503
FDO21,OUT049,1898.5753352436766
FDS43,OUT018,1782.9625321966073
FDU28,OUT010,1557.443366914988
FDC51,OUT010,1551.3559056941049
FDW16,OUT010,1514.5801257688586
FDP32,OUT010,1511.3899150871046
FDB60,OUT019,1567.571732665093
NCQ30,OUT046,1801.1346458001212
FDD26,OUT049,1830.3003704877117
FDI44,OUT045,1741.1347863544727
DRH23,OUT046,1711.7272491032104
FDO44,OUT046,1783.3731915814935
FDG04,OUT046,1842.0853780240143
FDM32,OUT027,1906.7999677267248
FDM09,OUT013,1864.5850241210862
FDZ47,OUT013,1759.3422276373967
FDM40,OUT027,1870.2432642632473
FDY48,OUT017,1767.4686876580938
NCM30,OUT045,1727.259919483283
FDX36,OUT010,1583.766406330705
DRF03,OUT017,1718.5048092415475
FDN51,OUT049,1850.3631910630882
FDM57,OUT049,1767.0313885613753
FDB35,OUT049,1730.6464533673327
FDY13,OUT027,1877.2338436547361
FDA37,OUT017,1800.2662872781568
NCX53,OUT017,1799.0100073873364
FDD59,OUT018,1709.5844277854253
FDX10,OUT019,1510.0137364569487
FDC03,OUT018,1766.8213974784155
FDW43,OUT035,1913.754825369355
FDW10,OUT046,1850.1354436589345
FDY14,OUT027,1953.377733073595
FDV43,OUT045,1712.5349838355085
FDO40,OUT013,1822.2210722011184
FDP46,OUT027,1917.710821909087
NCE43,OUT019,1538.8672833605858
FDD05,OUT035,1805.7033379274753
FDJ60,OUT010,1557.7364380596935
DRE27,OUT018,1701.3703870239117
FDO11,OUT035,1824.5202342879927
DRG11,OUT027,1792.202621518028
FDK33,OUT010,1588.908919614111
DRM23,OUT045,1755.4048576500343
FDJ02,OUT027,1915.8410967749048
NCZ05,OUT045,1747.4859787375026
NCL30,OUT013,1828.5557905102091
FDZ19,OUT018,1762.8380592626997
FDM45,OUT049,1798.0168146374476
FDO36,OUT046,1813.7361127988052
NCK31,OUT045,1716.246792477693
DRJ37,OUT045,1772.844530007821
FDP24,OUT018,1713.251567014726
FDF46,OUT013,1799.7686746352063
FDX46,OUT019,1487.1857643849303
NCL18,OUT045,1836.808647449903
FDJ26,OUT013,1863.3652778148994
FDJ07,OUT045,1762.3427602101076
FDY15,OUT013,1795.7652005473726
DRG01,OUT045,1716.8186023866078
FDF58,OUT045,1748.252036685431
FDZ14,OUT019,1532.6459967634787
FDP31,OUT049,1727.4389347510166
FDH45,OUT013,1732.714395873789
FDA09,OUT010,1556.7563142542285
FDW31,OUT035,1902.7187704288758
FDA57,OUT046,1732.5213172173696
NCE55,OUT035,1868.5763105493447
FDC17,OUT019,1574.1593470333726
FDC59,OUT013,1727.2511621968226
FDA22,OUT013,1751.6828561074703
FDK52,OUT035,1888.0644175859545
NCM26,OUT046,1743.8420895272322
NCT53,OUT035,1819.1342174330362
FDW45,OUT018,1763.853012671745
NCI18,OUT035,1920.8019166113793
FDE38,OUT018,1753.8558773270165
FDF08,OUT019,1489.8308804015223
FDY58,OUT010,1580.1715042168235
FDF58,OUT019,1507.848057570145
FDX39,OUT017,1841.1903249938691
FDB44,OUT049,1876.5622888895757
FDF28,OUT013,1799.618727345561
FDE39,OUT013,1787.0486012324657
FDT37,OUT018,1804.9236385505903
FDZ45,OUT017,1897.1221862193472
FDO40,OUT035,1835.973306147228
FDM57,OUT027,1908.9750432100916
DRG36,OUT017,1799.359575857947
FDY36,OUT010,1528.932700240015
DRL60,OUT027,1853.6552405476623
FDS25,OUT019,1558.7514804656907
DRF49,OUT027,1846.0775213323052
FDP16,OUT045,1877.4795400181308
FDS60,OUT049,1816.7994813615528
FDU15,OUT027,1823.2546498030013
FDK43,OUT046,1767.5325913334214
FDN25,OUT046,1709.8802784524657
FDE53,OUT049,1766.841259423133
FDB22,OUT013,1844.233036978212
FDE39,OUT017,1784.0543809581734
FDX35,OUT035,1810.3219653366757
NCG54,OUT049,1852.4731063579432
FDH27,OUT035,1817.2433184253464
NCK42,OUT013,1894.3570128908477
FDS25,OUT049,1757.4420784980482
FDI10,OUT018,1774.2418914215843
FDU35,OUT035,1760.3854322373638
FDI04,OUT017,1860.3027281682432
DRK23,OUT035,1802.374880391897
FDB53,OUT019,1537.787576256883
FDY02,OUT049,1871.8763694043773
FDM60,OUT035,1719.6478482776006
NCJ31,OUT010,1679.028922156264
DRP35,OUT017,1751.9831954512445
NCQ30,OUT018,1742.5992186249578
DRL11,OUT010,1634.567609846155
FDU01,OUT013,1842.6728170856122
FDR39,OUT035,1825.1705388864816
FDO08,OUT046,1843.4383632790189
FDC02,OUT045,1871.9429017242464
NCZ29,OUT035,1795.5922715344896
FDF29,OUT010,1536.8383647352684
FDZ23,OUT017,1832.269277339391
NCU53,OUT018,1743.127630855616
NCW30,OUT013,1908.3674582890771
NCM26,OUT027,1780.258100004134
FDV50,OUT027,1884.655067925384
FDW15,OUT049,1791.4657959374715
FDI35,OUT027,1780.2916469719344
FDO11,OUT017,1817.0103674298387
FDN48,OUT046,1743.116431032809
NCA17,OUT049,1791.7668945880814
NCN54,OUT013,1785.6482458891303
FDP22,OUT013,1752.468775745957
NCB54,OUT035,1794.5560337134593
FDD08,OUT045,1708.5824752793562
DRM48,OUT010,1542.181474622171
FDG41,OUT027,1890.7334371240706
FDE44,OUT027,1833.101281054933
FDE26,OUT035,1824.899781632553
NCS38,OUT013,1816.3799861453408
NCJ54,OUT018,1812.578917653436
FDI40,OUT019,1519.0215956627312
FDN45,OUT018,1800.692168989971
FDU43,OUT046,1895.0768513328333
FDI04,OUT010,1554.7548760535626
NCC07,OUT018,1730.1049893204752
NCC07,OUT019,1535.9719539787534
NCD18,OUT045,1897.8324068523975
FDU55,OUT035,1945.3183599104684
FDX59,OUT035,1731.7687023719536
FDR52,OUT049,1839.2877540411985
NCP17,OUT013,1741.0657271696757
FDQ32,OUT045,1767.980307525278
NCT17,OUT049,1821.5665183092165
FDO10,OUT049,1749.386728513382
FDE32,OUT049,1719.0983078670806
FDN44,OUT045,1835.5800491422247
FDH02,OUT035,1758.7006149811352
FDK60,OUT013,1758.8996459387063
FDS24,OUT019,1529.9776892389514
FDL03,OUT010,1609.8891283712574
FDB46,OUT027,1984.1518246479097
FDO48,OUT049,1849.8549743343083
FDZ39,OUT049,1762.4361170841546
FDT02,OUT027,1820.7578401535338
FDC50,OUT013,1767.637551242404
FDP39,OUT035,1741.261106783376
DRG15,OUT018,1680.7576115959416
FDP10,OUT018,1720.9559543350495
FDF53,OUT027,1924.3218865847011
FDN34,OUT045,1850.7810218716406
FDK02,OUT045,1773.8350258720307
FDC23,OUT045,1750.7539163244242
FDJ10,OUT019,1537.9214329287192
FDE53,OUT035,1793.9387241480968
FDR25,OUT035,1889.5733932765934
FDW50,OUT046,1808.9019488627494
FDS09,OUT049,1732.207240520399
FDW49,OUT010,1571.4000756597286
FDU51,OUT046,1800.2570966283406
FDF28,OUT018,1727.2503136267464
NCY30,OUT018,1778.7352332581897
FDD44,OUT045,1904.4593210147775
FDX09,OUT017,1873.2528497025407
NCF30,OUT013,1814.4809595085499
FDZ50,OUT019,1549.8815068772672
FDW37,OUT013,1775.3626367890724
FDD11,OUT049,1768.6249830430154
DRH39,OUT018,1691.2925273123476
FDA36,OUT049,1815.693263244905
NCG43,OUT049,1779.1518006027625
FDF02,OUT035,1780.1267551817136
FDP57,OUT027,1892.3375680965632
NCE42,OUT017,1903.763806006706
NCR38,OUT027,1949.9647639312411
FDP03,OUT019,1572.8688891794673
FDO51,OUT035,1735.5556971712044
NCQ42,OUT046,1807.576692855964
NCM41,OUT046,1749.9883148064328
FDH48,OUT027,1866.0840517560855
DRF60,OUT046,1826.0457457825323
FDJ27,OUT035,1770.0660856776296
FDQ14,OUT013,1814.436576321496
FDN27,OUT017,1779.5724857549026
NCQ02,OUT046,1865.7487854678561
FDJ33,OUT049,1802.1878411662951
FDP07,OUT027,1976.273693788231
DRE01,OUT049,1796.3913532538756
FDU36,OUT045,1741.3517323843973
FDL28,OUT017,1880.3302267544577
NCX53,OUT046,1786.366642421554
FDZ39,OUT013,1774.5010363747358
NCP42,OUT013,1883.8322989561966
FDJ14,OUT035,1775.8679713616725
FDK04,OUT049,1715.6085311646118
NCC19,OUT017,1855.8904339665376
FDS09,OUT018,1687.9947610843642
FDZ02,OUT046,1752.327452567985
FDD35,OUT018,1718.431178470257
NCY42,OUT017,1839.621744881902
FDB05,OUT045,1862.385657727165
FDF20,OUT035,1903.2672620347437
NCO41,OUT018,1708.6260828218453
FDC40,OUT027,1865.1418353222355
FDV58,OUT045,1838.242901790558
FDZ57,OUT045,1809.064562132351
DRM35,OUT046,1767.497544802818
DRN36,OUT018,1699.144324152801
FDQ13,OUT046,1753.5014806032495
DRO35,OUT010,1626.9781342056988
NCD43,OUT035,1822.5370822605494
FDA51,OUT018,1706.7971370825076
NCX17,OUT027,1899.0099121240648
NCZ17,OUT049,1706.2809178193097
FDR11,OUT027,1825.9014365300545
FDW34,OUT049,1911.060391306714
FDN50,OUT017,1777.4343108733583
FDS09,OUT046,1731.2828215281675
FDS48,OUT018,1737.3139796011146
FDL44,OUT049,1843.7266445670666
DRF48,OUT018,1746.271716928749
FDA14,OUT018,1743.534160125038
NCD30,OUT049,1780.7674318606264
FDI16,OUT017,1715.4995341866095
NCG06,OUT035,1945.7009573243292
DRZ24,OUT035,1767.92838537895
NCS17,OUT045,1739.7838648554844
FDB37,OUT045,1849.3951267601888
FDE10,OUT035,1829.3431600283277
FDC57,OUT045,1856.8213575058292
FDM12,OUT018,1756.1640581760885
FDE24,OUT049,1782.471572626273
FDW22,OUT045,1889.9686578608948
DRD01,OUT027,1815.8179888297705
NCZ18,OUT027,1933.745868823835
FDN49,OUT045,1708.7159502756658
FDR22,OUT035,1783.5130230207048
FDV08,OUT019,1513.9916792648066
FDY39,OUT046,1805.9603329991942
FDV36,OUT049,1777.1678800228121
FDO60,OUT045,1702.3699312272133
FDU04,OUT027,1901.4309662186197
FDR20,OUT027,1869.8706307850248
FDW19,OUT019,1504.965234141628
FDU40,OUT049,1841.7633571132078
FDK15,OUT045,1746.1885167429505
DRF15,OUT035,1829.795171104432
FDQ25,OUT017,1841.3171930240667
FDI48,OUT019,1509.086389268702
FDS49,OUT046,1740.5548735084762
FDV22,OUT046,1844.1178230929477
NCV42,OUT046,1788.998021685336
FDX26,OUT046,1820.8355812724803
FDI33,OUT018,1721.4724525448682
FDZ14,OUT049,1774.6993167382843
FDG10,OUT013,1761.7048925780862
FDM38,OUT018,1683.4966279689727
FDG26,OUT027,1953.5385960882488
FDH46,OUT035,1808.992664726655
FDN13,OUT018,1706.3691522414103
FDU57,OUT035,1851.611959367476
NCI06,OUT046,1856.9418449811003
FDM38,OUT045,1716.813692693715
NCG42,OUT010,1539.0938171607113
FDL39,OUT045,1822.1355007470097
FDT31,OUT019,1565.5558866632753
FDV59,OUT013,1808.5180542406292
FDB49,OUT035,1771.040316318025
FDD58,OUT049,1771.9921400065807
DRN59,OUT046,1714.3094413398364
FDX48,OUT049,1798.6188880754096
FDQ11,OUT049,1807.6864646306808
FDY12,OUT049,1702.8568379190776
FDQ11,OUT045,1807.7931586942836
DRI11,OUT017,1750.360308215717
FDY32,OUT027,1942.553426917848
FDS51,OUT045,1723.1081435589151
FDR19,OUT010,1542.9185461197312
DRB13,OUT018,1748.5100487685218
FDS21,OUT035,1774.5592838946554
FDQ40,OUT045,1826.3357160660876
NCE55,OUT013,1851.900440215239
FDX43,OUT027,1951.4158563213136
FDS12,OUT049,1750.7513279583904
DRK01,OUT027,1837.9351837032877
FDN25,OUT017,1712.841943894546
FDB60,OUT046,1813.1124098249688
FDQ13,OUT017,1769.2237800929863
DRK13,OUT045,1786.093020538778
DRF25,OUT018,1670.3814113314322
NCD42,OUT019,1542.8303349636344
FDW25,OUT045,1745.7595624517135
NCV29,OUT027,1908.2128013137878
NCK42,OUT035,1913.3359481120829
DRJ13,OUT027,1877.1517198846955
DRD15,OUT017,1875.441594119127
FDM27,OUT045,1777.2965945140204
FDZ50,OUT018,1761.442498843439
FDC04,OUT046,1867.5417248799731
FDF50,OUT049,1832.2951218038277
FDP15,OUT045,1847.5318002671343
FDK46,OUT035,1922.6391696552926
FDZ56,OUT018,1761.6102618959528
FDY60,OUT049,1791.3205064378449
FDB10,OUT035,1933.9871923863961
FDR57,OUT045,1827.0760519095968
FDU58,OUT049,1860.6944459557517
FDH02,OUT046,1754.7207706462884
FDP48,OUT013,1823.296670806834
FDI46,OUT035,1940.5373835170012
FDW56,OUT013,1873.0327057288296
NCM19,OUT010,1653.859300553111
FDS50,OUT027,1945.25754193067
FDK24,OUT013,1713.0360580690713
FDO36,OUT017,1824.146882096653
FDK45,OUT027,1720.2319005467807
NCL05,OUT045,1709.8819927710254
FDL32,OUT018,1716.5523702929845
FDA28,OUT049,1786.4928217796546
FDY36,OUT018,1690.8880479814043
FDP32,OUT018,1730.11309847279
FDL50,OUT046,1785.7096916626235
DRC24,OUT049,1779.2297868369412
NCS18,OUT017,1811.6368519709577
FDD16,OUT017,1750.8359622236762
NCV18,OUT013,1778.104302367724
FDX07,OUT046,1857.4220444385326
NCZ05,OUT027,1863.5809627915035
NCI31,OUT013,1718.2639535795263
FDK14,OUT049,1748.92314630115
NCR06,OUT045,1733.3687496628163
NCF54,OUT049,1857.729973198763
DRG23,OUT010,1631.102966681783
FDD53,OUT046,1710.0527228742644
NCM31,OUT027,1777.4129003374042
